#,V1
1,0.0684
2,0.0939
3,0.0992
4,0.112
5,0.1148
6,0.1621
7,0.2824
8,0.318
9,0.3594
10,0.4635
11,0.5745
12,0.6178
13,0.6503
14,0.9141
15,1.2965
16,1.3654
17,1.3832
18,1.3978
19,1.457
20,1.4599
21,1.5383
22,1.5681
23,1.5837
24,1.6994
25,1.9507
26,1.9734
27,2.0371
28,2.0404
29,2.116
30,2.3675
31,2.6206
32,2.8063
33,2.8954
34,3.0335
35,3.1598
36,3.4351
37,3.6409
38,3.6803
39,3.817
40,4.1244
41,4.231
42,4.3342
43,4.3541
44,5.0097
45,5.0611
46,5.1396
47,5.2571
48,5.9499
49,6.4948
50,6.7093
51,7.0692
52,7.0709
53,7.2793
54,7.327
55,7.3923
56,7.5986
57,7.7685
58,7.9628
59,8.0059
60,8.0628
61,8.0966
62,8.1576
63,8.7904
64,8.8191
65,8.9386
66,9.0182
67,9.145
68,9.1923
69,9.3028
70,9.4493
71,9.7886
72,9.8524
73,9.8765
74,9.9574
75,10.0981
76,10.4589
77,10.4893
78,11.0813
79,11.1018
80,11.1361
81,11.2857
82,11.3845
83,11.4266
84,11.4316
85,11.4332
86,11.5051
87,11.5804
88,11.7672
89,11.8792
90,11.9258
91,11.9542
92,11.9632
93,12.1928
94,12.2424
95,12.2786
96,12.4096
97,12.4884
98,12.5256
99,12.6163
100,12.6346
101,12.7669
102,12.8915
103,13.0097
104,13.0311
105,13.1118
106,13.4495
107,13.6164
108,13.6277
109,14.0572
110,14.082
111,14.1592
112,14.207
113,14.2368
114,14.2558
115,14.2856
116,14.3711
117,14.4213
118,14.512
119,14.7037
120,14.7278
121,15.115
122,15.1745
123,15.5251
124,15.5627
125,15.5932
126,15.6616
127,15.6973
128,15.7181
129,15.8615
130,15.9185
131,16.2902
132,16.3348
133,16.5261
134,16.7136
135,16.7388
136,16.964
137,17.4468
138,17.4525
139,17.4605
140,17.475
141,17.5724
142,17.6039
143,17.7228
144,17.8043
145,18.0533
146,18.0754
147,18.1053
148,18.14
149,18.1935
150,18.2065
151,18.2683
152,18.5104
153,18.5201
154,18.5492
155,18.646
156,18.6801
157,18.8815
158,19.0183
159,19.0872
160,19.1154
161,19.2726
162,19.5608
163,19.5841
164,19.587
165,19.5895
166,19.6908
167,19.7273
168,19.8653
169,20.29
170,20.3566
171,20.5646
172,20.6064
173,20.8727
174,20.9062
175,21.0824
176,21.1115
177,21.3557
178,21.4337
179,21.6152
180,21.6934
181,21.7077
182,21.7508
183,21.7678
184,22.206
185,22.2521
186,22.3295
187,22.4419
188,22.5137
189,22.5284
190,22.5403
191,23.0224
192,23.05
193,23.1512
194,23.5411
195,23.685
196,24.1018
197,24.2411
198,24.2575
199,24.2909
200,24.4308
201,24.446
202,24.4592
203,24.4676
204,24.4718
205,24.4777
206,24.498
207,24.5119
208,24.5158
209,24.5196
210,24.7356
211,24.7631
212,24.8627
213,24.9294
214,24.9326
215,24.9684
216,24.99
217,25.0223
218,25.4013
219,25.4178
220,25.4712
221,25.5162
222,25.8515
223,25.9324
224,26.007
225,26.0429
226,26.2519
227,26.3055
228,26.3571
229,26.4075
230,27.153
231,27.1665
232,27.1728
233,27.2054
234,27.4217
235,27.443
236,27.5274
237,27.7102
238,28.0709
239,28.076
240,28.1537
241,28.1871
242,28.8309
243,29.4044
244,29.5307
245,29.6577
246,29.6633
247,30.2773
248,30.327
249,30.9171
250,30.9713
251,31.048
252,31.0973
253,31.2615
254,31.6636
255,31.6662
256,31.7374
257,31.8247
258,31.8445
259,31.8552
260,31.8902
261,31.9544
262,31.9737
263,32.0387
264,32.2162
265,32.2847
266,32.3175
267,32.4875
268,32.5312
269,32.5632
270,32.5915
271,32.5946
272,33.221
273,33.2435
274,33.2737
275,33.2749
276,33.3101
277,33.3178
278,33.3321
279,33.3393
280,33.4414
281,33.5348
282,33.5601
283,33.5637
284,33.5666
285,33.6636
286,33.7309
287,33.7686
288,33.8584
289,34.3425
290,34.4976
291,34.5851
292,34.6723
293,34.6944
294,34.7002
295,34.7384
296,34.7544
297,34.9256
298,35.0186
299,35.0591
300,35.1125
301,35.1241
302,35.1909
303,35.2126
304,35.6089
305,35.6268
306,35.6529
307,35.6748
308,35.6825
309,35.8154
310,35.8656
311,35.8713
312,35.8904
313,35.8934
314,35.9256
315,36.0039
316,36.0896
317,36.2007
318,36.2229
319,36.3328
320,36.357
321,36.576
322,36.6283
323,36.6356
324,36.638
325,36.6467
326,36.6565
327,36.6648
328,36.6764
329,36.6859
330,36.7045
331,36.7151
332,36.7312
333,36.739
334,36.8182
335,37.0988
336,37.1439
337,37.4
338,37.7213
339,37.7627
340,37.8334
341,37.8373
342,37.8541
343,37.9048
344,37.9747
345,38.0164
346,38.3743
347,38.4245
348,38.5167
349,38.5565
350,38.9107
351,39.0502
352,39.0871
353,39.1422
354,39.1593
355,39.255
356,39.3145
357,39.4887
358,39.6579
359,39.9164
360,39.9932
361,40.0148
362,40.3226
363,40.571
364,40.6104
365,40.6259
366,40.635
367,40.7122
368,40.7631
369,40.8064
370,40.8462
371,40.8628
372,40.8699
373,40.9438
374,40.9542
375,41.3639
376,41.3798
377,41.4793
378,41.5493
379,41.5846
380,41.6831
381,41.6992
382,41.8113
383,41.8984
384,42.4182
385,42.482
386,42.9758
387,43.3684
388,43.4465
389,43.4787
390,43.6504
391,44.0205
392,44.0623
393,44.0986
394,44.1184
395,44.1343
396,44.2607
397,44.3076
398,44.3134
399,44.3249
400,44.3497
401,44.3771
402,44.3961
403,44.4037
404,44.4483
405,44.5858
406,44.7399
407,44.7695
408,44.7726
409,44.9074
410,44.9281
411,44.9597
412,45.0598
413,45.1498
414,45.4623
415,45.9186
416,45.938
417,46.0043
418,46.0089
419,46.0128
420,46.0304
421,46.0555
422,46.058
423,46.0611
424,46.0645
425,46.1357
426,46.1521
427,46.2213
428,46.2633
429,46.2772
430,46.3513
431,46.6117
432,46.6712
433,46.7821
